name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars,price_level,price_numeric,years_since_award,decade,hemisphere,continent,has_url,name_length,name_word_count,distance_to_ny,city_restaurant_density,climate_zone,coastal_proximity
Jeju Noodle Bar,2019,40.732952,-74.00744,New York,New York City,10014,Korean,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,1,Moderate,2,6,2010,Northern,Americas,True,15,3,2.2440836664196144,74,Temperate,Coastal
Sushi Nakazawa,2019,40.731716,-74.00451,New York,New York City,10014,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,1,Very Expensive,4,6,2010,Northern,Americas,True,14,2,2.1071079042249834,74,Temperate,Coastal
Kosaka,2019,40.738316,-74.00137,New York,New York City,10011,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,2.8639505636882103,74,Temperate,Coastal
Bâtard,2019,40.719616,-74.00589,New York,New York City,10013,Modern,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,0.7579613190155942,74,Temperate,Coastal
Hirohisa,2019,40.72452,-74.003006,New York,New York City,10012,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,1,Expensive,3,6,2010,Northern,Americas,True,8,1,1.3274073447021355,74,Temperate,Coastal
Blue Hill,2019,40.7321,-73.9996,New York,New York City,10011,American,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,1,Very Expensive,4,6,2010,Northern,Americas,True,9,2,2.212797516971044,74,Temperate,Coastal
ZZ's Clam Bar,2019,40.727646,-74.00046,New York,New York City,10012,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,1,Very Expensive,4,6,2010,Northern,Americas,True,13,3,1.7155526602417945,74,Temperate,Coastal
Babbo,2019,40.73233,-73.99916,New York,New York City,10011,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,2.2468352127422015,74,Temperate,Coastal
Carbone,2019,40.727966,-74.00017,New York,New York City,10003,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,1,Very Expensive,4,6,2010,Northern,Americas,True,7,1,1.7564973742663414,74,Temperate,Coastal
Le Coucou,2019,40.719162,-74.00001,New York,New York City,10013,French,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,1,Expensive,3,6,2010,Northern,Americas,True,9,2,0.8690854184959249,74,Temperate,Coastal
Aldea,2019,40.73885,-73.99366,New York,New York City,10011,Mediterranean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,3.0776251272847923,74,Temperate,Coastal
Cote,2019,40.73778,-73.99375,New York,New York City,10010,Korean,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,1,Expensive,3,6,2010,Northern,Americas,True,4,1,2.963268590986405,74,Temperate,Coastal
Bouley at Home,2019,40.74114,-73.99242,New York,New York City,Unknown,Modern,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,1,Expensive,3,6,2010,Northern,Americas,True,14,3,3.3526078795678895,74,Temperate,Coastal
Gotham Bar and Grill,2019,40.73417,-73.99379,New York,New York City,10003,American,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,1,Very Expensive,4,6,2010,Northern,Americas,True,20,4,2.589445973087282,74,Temperate,Coastal
Nix,2019,40.733166,-73.993515,New York,New York City,10003,Vegetarian,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,1,Expensive,3,6,2010,Northern,Americas,True,3,1,2.4970730681797653,74,Temperate,Coastal
Junoon,2019,40.74325,-73.99077,New York,New York City,10010,Indian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,3.620943454836615,74,Temperate,Coastal
NoMad,2019,40.74497,-73.98883,New York,New York City,10001,Modern,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,3.8586538874914025,74,Temperate,Coastal
The Musket Room,2019,40.723915,-73.99375,New York,New York City,10012,Modern,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,1,Expensive,3,6,2010,Northern,Americas,True,15,3,1.6103956885692436,74,Temperate,Coastal
Uncle Boons,2019,40.721203,-73.99441,New York,New York City,10012,Thai,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,1,Moderate,2,6,2010,Northern,Americas,True,11,2,1.3517317611099724,74,Temperate,Coastal
Noda,2019,40.74497,-73.988075,New York,New York City,Unknown,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,1,Very Expensive,4,6,2010,Northern,Americas,True,4,1,3.8829561277997717,74,Temperate,Coastal
Gramercy Tavern,2019,40.73849,-73.98868,New York,New York City,10003,Modern,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,1,Very Expensive,4,6,2010,Northern,Americas,True,15,2,3.207859945785676,74,Temperate,Coastal
The Clocktower,2019,40.7414,-73.987595,New York,New York City,10010,Modern,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,1,Expensive,3,6,2010,Northern,Americas,True,14,2,3.5382020712289575,74,Temperate,Coastal
Ai Fiori,2019,40.75013,-73.98357,New York,New York City,10018,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,1,Very Expensive,4,6,2010,Northern,Americas,True,8,2,4.560922703590206,74,Temperate,Coastal
Casa Mono,2019,40.73595,-73.98706,New York,New York City,10003,Spanish,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,1,Expensive,3,6,2010,Northern,Americas,True,9,2,3.0288206331020593,74,Temperate,Coastal
Jewel Bako,2019,40.72713,-73.98928,New York,New York City,10003,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,1,Expensive,3,6,2010,Northern,Americas,True,10,2,2.1270915317275154,74,Temperate,Coastal
The River Café,2019,40.703613,-73.994774,New York,New York City,11201,Modern,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,1,Very Expensive,4,6,2010,Northern,Americas,True,14,3,1.3924566913067253,74,Temperate,Coastal
Bar Uchū,2019,40.72191,-73.99003,New York,New York City,10002,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,1,Very Expensive,4,6,2010,Northern,Americas,True,8,2,1.6845388264724017,74,Temperate,Coastal
Café China,2019,40.749973,-73.98228,New York,New York City,10016,Chinese,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,1,Moderate,2,6,2010,Northern,Americas,True,10,2,4.591305013914252,74,Temperate,Coastal
Kanoyama,2019,40.73071,-73.98655,New York,New York City,10003,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,1,Expensive,3,6,2010,Northern,Americas,True,8,1,2.5792959534226734,74,Temperate,Coastal
Contra,2019,40.719917,-73.98922,New York,New York City,10002,Modern,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,1.6205820814082381,74,Temperate,Coastal
Atomix,2019,40.744408,-73.98292,New York,New York City,Unknown,Korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,1,Very Expensive,4,6,2010,Northern,Americas,True,6,1,4.016852037886368,74,Temperate,Coastal
Kyo Ya,2019,40.7266,-73.98526,New York,New York City,10009,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,1,Expensive,3,6,2010,Northern,Americas,True,6,2,2.32588500836846,74,Temperate,Coastal
Kajitsu,2019,40.72776,-73.98428,New York,New York City,10016,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,1,Expensive,3,6,2010,Northern,Americas,True,7,1,2.4734010106913624,74,Temperate,Coastal
Agern,2019,40.75234,-73.9775,New York,New York City,10017,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,1,Very Expensive,4,6,2010,Northern,Americas,True,5,1,5.009710929440245,74,Temperate,Coastal
Caviar Russe,2019,40.760685,-73.97355,New York,New York City,10022,Modern,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,1,Very Expensive,4,6,2010,Northern,Americas,True,12,2,5.985486835004157,74,Temperate,Coastal
Tuome,2019,40.724194,-73.9828,New York,New York City,10009,Fusion,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,1,Moderate,2,6,2010,Northern,Americas,True,5,1,2.3298305660396723,74,Temperate,Coastal
Tempura Matsui,2019,40.74839,-73.97474,New York,New York City,10158,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,1,Very Expensive,4,6,2010,Northern,Americas,True,14,2,4.7538762446543155,74,Temperate,Coastal
Sushi Yasuda,2019,40.75108,-73.97364,New York,New York City,10017,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1,Very Expensive,4,6,2010,Northern,Americas,True,12,2,5.054980944057938,74,Temperate,Coastal
Sushi Amane,2019,40.75133,-73.971725,New York,New York City,10017,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1,Very Expensive,4,6,2010,Northern,Americas,True,11,2,5.16683681429663,74,Temperate,Coastal
Café Boulud,2019,40.77439,-73.96414,New York,New York City,10021,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,1,Very Expensive,4,6,2010,Northern,Americas,True,11,2,7.703129585660125,74,Temperate,Coastal
Claro,2019,40.677395,-73.98615,New York,New York City,Unknown,Mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,1,Moderate,2,6,2010,Northern,Americas,True,5,1,4.2777813087305185,74,Temperate,Coastal
Satsuki,2019,40.801243,-73.95187,New York,New York City,10036,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1,Very Expensive,4,6,2010,Northern,Americas,True,7,1,10.839869475531996,74,Temperate,Coastal
Sushi Noz,2019,40.77384,-73.958275,New York,New York City,Unknown,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1,Very Expensive,4,6,2010,Northern,Americas,True,9,2,7.888817743092221,74,Temperate,Coastal
Sushi Inoue,2019,40.810448,-73.943726,New York,New York City,10027,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1,Very Expensive,4,6,2010,Northern,Americas,True,11,2,12.058362408834693,74,Temperate,Coastal
Meadowsweet,2019,40.710354,-73.96317,New York,New York City,11212,Mediterranean,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1,Expensive,3,6,2010,Northern,Americas,True,11,1,3.6202023934526224,74,Temperate,Coastal
Casa Enríque,2019,40.743492,-73.95425,New York,New York City,11101,Mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,1,Moderate,2,6,2010,Northern,Americas,True,12,2,5.537419787708924,74,Temperate,Coastal
Peter Luger,2019,40.70986,-73.96263,New York,New York City,11211,Steakhouse,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1,Very Expensive,4,6,2010,Northern,Americas,True,11,2,3.670087922280279,74,Temperate,Coastal
Oxomoco,2019,40.730057,-73.95538,New York,New York City,11222,Mexican,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1,Expensive,3,6,2010,Northern,Americas,True,7,1,4.677636442911668,74,Temperate,Coastal
The Finch,2019,40.68704,-73.96297,New York,New York City,11238,American,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1,Expensive,3,6,2010,Northern,Americas,True,9,2,4.622030729720193,74,Temperate,Coastal
Faro,2019,40.707584,-73.923035,New York,New York City,11237,American,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1,Moderate,2,6,2010,Northern,Americas,True,4,1,7.016947429925211,74,Temperate,Coastal
Senses,2019,52.244583,21.005886,Warszawa,Poland,00 085,Modern,$$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,1,Luxury,5,6,2010,Northern,Europe,True,6,1,6852.98534434102,2,Subarctic,Inland
atelier Amaro,2019,52.21708,21.03768,Warszawa,Poland,00 507,Modern,$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,1,Very Expensive,4,6,2010,Northern,Europe,True,13,2,6856.414008524252,2,Subarctic,Inland
Aniar,2019,53.27112,-9.057078,GaillimhGalway,Ireland,Unknown,Creative,,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,1,Unknown,0,6,2010,Northern,Europe,True,5,1,4934.851483314927,2,Subarctic,Inland
Loam,2019,53.27384,-9.044447,GaillimhGalway,Ireland,Unknown,Creative,,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,1,Unknown,0,6,2010,Northern,Europe,True,4,1,4935.618634094289,2,Subarctic,Inland
Wild Honey Inn,2019,53.03151,-9.2911,Lios Dúin BhearnaLisdoonvarna,Ireland,Unknown,Classic,,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,1,Unknown,0,6,2010,Northern,Europe,True,14,3,4924.610897421977,1,Subarctic,Inland
Chestnut,2019,51.562588,-9.460854,Ballydehob,Ireland,Unknown,Modern,,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,1,Unknown,0,6,2010,Northern,Europe,True,8,1,4946.454848092644,1,Subarctic,Inland
Mews,2019,51.48285,-9.37234,Baltimore,Ireland,Unknown,Modern,,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,1,Unknown,0,6,2010,Northern,Europe,True,4,1,4954.346856861929,1,Subarctic,Inland
Ichigo Ichie,2019,51.898167,-8.479933,CorcaighCork,Ireland,Unknown,Japanese,,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,1,Unknown,0,6,2010,Northern,Europe,True,12,2,5004.298433204742,1,Subarctic,Inland
Chapter One,2019,53.354374,-6.263786,City Centre,Ireland,D1,Modern,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,1,Unknown,0,6,2010,Northern,Europe,True,11,2,5114.547097296128,4,Subarctic,Inland
Greenhouse,2019,53.340042,-6.258506,City Centre,Ireland,D2,Modern,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,1,Unknown,0,6,2010,Northern,Europe,True,10,1,5115.241315849959,4,Subarctic,Inland
L'Ecrivain,2019,53.33627,-6.24834,City Centre,Ireland,D2,Modern,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,1,Unknown,0,6,2010,Northern,Europe,True,10,1,5115.992374926585,4,Subarctic,Inland
Campagne,2019,52.6559,-7.2464285,Cill ChainnighKilkenny,Ireland,Unknown,British,,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,1,Unknown,0,6,2010,Northern,Europe,True,8,1,5067.588573741721,1,Subarctic,Inland
Heron & Grey,2019,53.30143,-6.177574,Blackrock,Ireland,Unknown,Modern,,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,1,Unknown,0,6,2010,Northern,Europe,True,12,3,5121.436045377358,1,Subarctic,Inland
Lady Helen,2019,52.526096,-7.188277,Baile Mhic AndáinThomastown,Ireland,Unknown,Modern,,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,1,Unknown,0,6,2010,Northern,Europe,True,10,2,5074.629216380901,1,Subarctic,Inland
House,2019,51.94777,-7.7135396,Aird MhórArdmore,Ireland,Unknown,Modern,,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,1,Unknown,0,6,2010,Northern,Europe,True,5,1,5054.291367688167,1,Subarctic,Inland
Olympe,2019,-14.661648749999998,-43.20658,Rio de Janeiro - 22470,Rio de Janeiro,230,French,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,1,Luxury,5,6,2010,Southern,Americas,True,6,1,6927.826063963949,1,Tropical,Inland
Lasai,2019,-14.661648749999998,-43.19557,Rio de Janeiro - 22271,Rio de Janeiro,020,modern,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,1,Luxury,5,6,2010,Southern,Americas,True,5,1,6928.345303119242,2,Tropical,Inland
Oteque,2019,-14.661648749999998,-43.194424,Rio de Janeiro - 22271,Rio de Janeiro,020,modern,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,1,Luxury,5,6,2010,Southern,Americas,True,6,1,6928.3993576047105,2,Tropical,Inland
Mee,2019,-14.661648749999998,-43.17925,Rio de Janeiro - 22021,Rio de Janeiro,001,Asian,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,1,Luxury,5,6,2010,Southern,Americas,True,3,1,6929.115232483346,2,Tropical,Inland
Cipriani,2019,-14.661648749999998,-43.17901,Rio de Janeiro - 22021,Rio de Janeiro,001,Italian,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,1,Luxury,5,6,2010,Southern,Americas,True,8,1,6929.126557352369,2,Tropical,Inland
Jun Sakamoto,2019,-14.661648749999998,-46.67737,São Paulo - 05413,Sao Paulo,000,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,1,Luxury,5,6,2010,Southern,Americas,True,12,2,6771.555685617372,1,Tropical,Inland
Maní,2019,-14.661648749999998,-46.67974,São Paulo - 05415,Sao Paulo,000,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,1,Luxury,5,6,2010,Southern,Americas,True,4,1,6771.454150907056,2,Tropical,Inland
Evvai,2019,-14.661648749999998,-46.679146,São Paulo - 05415,Sao Paulo,000,modern,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,1,Luxury,5,6,2010,Southern,Americas,True,5,1,6771.479598168446,2,Tropical,Inland
Picchi,2019,-14.661648749999998,-46.666767,São Paulo - 01426,Sao Paulo,001,Italian,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,1,Luxury,5,6,2010,Southern,Americas,True,6,1,6772.01002411443,1,Tropical,Inland
Kosushi,2019,-14.661648749999998,-46.6809,São Paulo - 04538,Sao Paulo,110,Japanese,$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,1,Expensive,3,6,2010,Southern,Americas,True,7,1,6771.404457227439,1,Tropical,Inland
Ryo Gastronomia,2019,-14.661648749999998,-46.6767,São Paulo - 04531,Sao Paulo,001,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,1,Luxury,5,6,2010,Southern,Americas,True,15,2,6771.584390833109,1,Tropical,Inland
Tangará Jean-Georges,2019,-14.661648749999998,-46.72428,São Paulo - 05706,Sao Paulo,290,modern,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,1,Luxury,5,6,2010,Southern,Americas,True,20,2,6769.547328352338,1,Tropical,Inland
Kinoshita,2019,-14.661648749999998,-46.67146,São Paulo - 04509,Sao Paulo,001,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,1,Luxury,5,6,2010,Southern,Americas,True,9,1,6771.808911247461,1,Tropical,Inland
Kan Suke,2019,-14.661648749999998,-46.64936,São Paulo - 01401,Sao Paulo,000,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,1,Luxury,5,6,2010,Southern,Americas,True,8,2,6772.7562275514965,1,Tropical,Inland
Huto,2019,-14.661648749999998,-46.6598,São Paulo - 04080,Sao Paulo,004,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,1,Luxury,5,6,2010,Southern,Americas,True,4,1,6772.308638761517,1,Tropical,Inland
Stay,2019,37.513004,127.10257,Seoul,South Korea,Unknown,French,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,1,Expensive,3,6,2010,Northern,Asia,True,4,1,11055.263830615431,26,Temperate,Inland
Lee Jong Kuk 104,2019,37.592903,126.997284,Seoul,South Korea,Unknown,Korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,1,Very Expensive,4,6,2010,Northern,Asia,True,16,4,11049.286611392654,26,Temperate,Inland
Hansikgonggan,2019,37.577705,126.98852,Seoul,South Korea,Unknown,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,1,Expensive,3,6,2010,Northern,Asia,True,13,1,11051.123850962807,26,Temperate,Inland
Dining in Space,2019,37.57761,126.98845,Seoul,South Korea,Unknown,French,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,1,Expensive,3,6,2010,Northern,Asia,True,15,3,11051.135704406,26,Temperate,Inland
Exquisine,2019,37.521046,127.049736,Seoul,South Korea,Unknown,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,1,Expensive,3,6,2010,Northern,Asia,True,9,1,11055.692322336523,26,Temperate,Inland
Dosa,2019,37.52445,127.04441,Seoul,South Korea,Unknown,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,1,Expensive,3,6,2010,Northern,Asia,True,4,1,11055.458165893015,26,Temperate,Inland
Joo Ok,2019,37.52252,127.04396,Seoul,South Korea,Unknown,Korean contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,1,Expensive,3,6,2010,Northern,Asia,True,6,2,11055.675389723434,26,Temperate,Inland
Balwoo Gongyang,2019,37.57389,126.98318,Seoul,South Korea,Unknown,Temple cuisine,$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,1,Moderate,2,6,2010,Northern,Asia,True,15,2,11051.661197019008,26,Temperate,Inland
Muoki,2019,37.518963,127.04217,Seoul,South Korea,Unknown,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,1,Expensive,3,6,2010,Northern,Asia,True,5,1,11056.099116464267,26,Temperate,Inland
L'Amitié,2019,37.522675,127.032646,Seoul,South Korea,Unknown,French,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,1,Expensive,3,6,2010,Northern,Asia,True,8,1,11055.93412425811,26,Temperate,Inland
Yu Yuan,2019,37.57045,126.97534,Seoul,South Korea,Unknown,Chinese,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,1,Expensive,3,6,2010,Northern,Asia,True,7,2,11052.219055765616,26,Temperate,Inland
Bicena,2019,37.5384,127.00135,Seoul,South Korea,Unknown,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,1,Expensive,3,6,2010,Northern,Asia,True,6,1,11055.014016671315,26,Temperate,Inland
Mosu,2019,37.536415,126.99934,Seoul,South Korea,Unknown,Innovative,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,1,Luxury,5,6,2010,Northern,Asia,True,4,1,11055.275015241567,26,Temperate,Inland
Poom,2019,37.54903,126.98341,Seoul,South Korea,Unknown,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,1,Expensive,3,6,2010,Northern,Asia,True,4,1,11054.313182733535,26,Temperate,Inland
Soigné,2019,37.49816,127.002,Seoul,South Korea,Unknown,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,1,Expensive,3,6,2010,Northern,Asia,True,6,1,11059.299598102429,26,Temperate,Inland
Table for Four,2019,37.49769,126.99442,Seoul,South Korea,Unknown,European,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,1,Expensive,3,6,2010,Northern,Asia,True,14,3,11059.534023182061,26,Temperate,Inland
Zero Complex,2019,37.49417,126.9948,Seoul,South Korea,Unknown,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,1,Expensive,3,6,2010,Northern,Asia,True,12,2,11059.901061916067,26,Temperate,Inland
Jin Jin,2019,37.55777,126.91324,Seoul,South Korea,Unknown,Chinese,$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,1,Budget,1,6,2010,Northern,Asia,True,7,2,11055.078453963743,26,Temperate,Inland
Gotgan,2019,37.52212,126.92022,Seoul,South Korea,Unknown,Korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,1,Very Expensive,4,6,2010,Northern,Asia,True,6,1,11058.7215249785,26,Temperate,Inland
Hill Street Tai Hwa Pork Noodle,2019,1.3052,103.8624,Singapore,Singapore,Unknown,Street Food,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,1,Budget,1,6,2010,Northern,Asia,True,31,6,15337.909607701109,39,Tropical,Coastal
Putien (Kitchener Road),2019,1.30969,103.8573,Singapore,Singapore,Unknown,Fujian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,1,Budget,1,6,2010,Northern,Asia,True,23,3,15337.38689957136,39,Tropical,Coastal
Chef Kang's,2019,1.304735,103.84955,Singapore,Singapore,Unknown,Cantonese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,1,Expensive,3,6,2010,Northern,Asia,True,11,2,15337.900971379928,39,Tropical,Coastal
Garibaldi,2019,1.296564,103.855,Singapore,Singapore,Unknown,Italian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,1,Budget,1,6,2010,Northern,Asia,True,9,1,15338.834351744328,39,Tropical,Coastal
Summer Pavilion,2019,1.291284,103.8603,Singapore,Singapore,Unknown,Cantonese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,1,Moderate,2,6,2010,Northern,Asia,True,15,2,15339.445793395162,39,Tropical,Coastal
Shinji (Bras Basah Road),2019,1.2959028,103.8539,Singapore,Singapore,Unknown,Sushi,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,1,Moderate,2,6,2010,Northern,Asia,True,24,4,15338.902642111127,39,Tropical,Coastal
